dataset,breed_group,primary_breed,bite_code,bite_severity,gender,age,average height,average_weight
ny,MIX,LARGE MIX BREED,,,M,0.83,,
ny,JACK RUSS TERR,Jack Russ,,,,,,
ny,MIX,LARGE MIX BREED,,,M,4,,
ny,MIX,LARGE MIXED BREED,,,M,,,
ny,UNKNOWN,UNKNOWN,,,F,2,,
ny,MIX,SMALL MIXED DOG,,,M,9,,
ny,MIX,SMALL MIXED BREED,,,M,9,,
ny,PIT BULL,Pit Bull,,,N,8,,
ny,UNKNOWN,SHEPARD,,,N,1,,
ny,MIX,SMALL MIXED BREED,,,M,8,,
ny,PIT BULL,Pit Bull,,,,,,
ny,FRENCH BULLDOG,FRENCH BULL DOG,,,M,0.42,,
ny,PIT BULL,Pit Bull,,,,,,
ny,PIT BULL,LAB/PIT BULL MIX,,,M,7,,
ny,MIX,LARGE MIXED BREED,,,F,,,
ny,MIX,LARGE MIXED BREED,,,F,,,
ny,TERRIER,TERRIER,,,,,,
ny,PIT BULL,Pit Bull,,,,,,
ny,PIT BULL,Pit Bull,,,,,,
ny,ROTTWEILER,Rottweiler,,,,,,
ny,PIT BULL,Pit Bull,,,,,,
ny,PIT BULL,Pit Bull,,,,,,
ny,MIX,Labrador Retriever Crossbreed,,,,,,
ny,ROTTWEILER,Rottweiler,,,,,,
ny,PIT BULL,Pit Bull,,,,,,
ny,PIT BULL,Pit Bull,,,,,,
ny,MIX,MIXED,,,M,9,,
ny,GERM SHEPHERD,German Shepherd,,,M,1,,
ny,PIT BULL,Pit Bull,,,S,3,,
ny,MALTESE,Maltese,,,S,9,,
ny,MASTIFF,MASTIFF,,,F,1,,
ny,PIT BULL,Pit Bull,,,M,,,
ny,SHIH TZU,Shih Tzu,,,,,,
ny,TERRIER,TERRIER,,,,,,
ny,BULL TERRIER,Bull Terrier,,,S,4,,
ny,PIT BULL,Pit Bull,,,M,6,,
ny,PIT BULL,Pit Bull,,,M,6,,
ny,PIT BULL,Pit Bull,,,,,,
ny,PIT BULL,Pit Bull,,,,,,
ny,MIX,MALTESE / POODLE,,,F,12,,
ny,PIT BULL,Pit Bull,,,,,,
ny,MALTESE,Maltese,,,F,12,,
ny,MIX,MIXED,,,F,10,,
ny,PIT BULL,Pit Bull,,,M,3,,
ny,MIX,JACK RUSSELL MIX,,,S,11,,
ny,PIT BULL,Pit Bull,,,,,,
ny,GERM SHEPHERD,German Shepherd,,,M,2,,
ny,SIBERIAN HUSKY,Siberian Husky,,,,,,
ny,CHIHUAHUA,Chihuahua,,,,,,
ny,AMER BULLDOG,BULLDOG,,,F,3,23.5,92.5
ny,MIX,MEDIUM MIXED BREED,,,M,2,,
ny,CHIHUAHUA,Chihuahua,,,F,,,
ny,MIX,MEDIUM MIXED BREED,,,M,2,,
ny,MIX,SMALL MIXED BREED,,,M,13,,
ny,MASTIFF,MASTIFF,,,,,,
ny,BULLDOG,Bull dog,,,,,23.5,92.5
ny,MIX,SHEPHERD X,,,N,10,,
ny,AUST SHEPHERD,Australian Shepherd,,,M,10,,
ny,COCKER SPAN,Cocker Spaniel,,,S,12,,
ny,PIT BULL,Pit Bull,,,,,,
ny,MIX,Mixed/Other,,,M,2,,
ny,PIT BULL,PITBULL,,,M,5,,
ny,MIX,Mixed/Other,,,F,6,,
ny,PIT BULL,Pit Bull,,,,,,
ny,MIX,RETRIEVER MIX,,,M,8,,
ny,MIX,CHIHUAHUA/ CORGI MIX,,,N,10,,
ny,JACK RUSS TERR,Jack Russ,,,M,2,,
ny,MIX,YORKSHIRE / MALTESE MIX,,,N,6,,
ny,MIX,JACK RUSSELL MIX,,,M,9,,
ny,MIX,MIXED BREED,,,N,1,,
ny,MIX,PUG / FRENCH BULL / CHIHUAHUA MIX,,,M,4,,
ny,MIX,SHEPHERD X,,,N,7,,
ny,CHIHUAHUA,Chihuahua,,,,,,
ny,PEKINGESE,Pekingese,,,,,,
ny,PIT BULL,Pit Bull,,,M,0.17,,
ny,BULLDOG,Bull dog,,,,,23.5,92.5
ny,LABRADOR RETR,Labrador Retriever,,,N,1,,
ny,PIT BULL,American Pit Bull Mix / Pit Bull Mix,,,S,5,,
ny,MIX,Mixed/Other,,,,,,
ny,MIX,CHIHUAHUA MIX,,,N,1,,
ny,MIX,Mixed/Other,,,M,2,,
ny,MIX,Mixed/Other,,,M,2,,
ny,PIT BULL,American Pit Bull Mix / Pit Bull Mix,,,M,5,,
ny,PIT BULL,American Pit Bull Mix / Pit Bull Mix,,,M,5,,
ny,SHIH TZU,Shih Tzu,,,F,4,,
ny,TERRIER,TERRIER,,,,,,
ny,MIX,MIXED BREED,,,,,,
ny,DACHSHUND,"Dachshund, Long Haired Miniature",,,N,2,,
ny,LABRADOR RETR,Labrador Retriever,,,S,5,,
ny,BULLMASTIFF,"Mastiff, Bull",,,N,5,,
ny,MIX,Labrador Retriever Crossbreed,,,N,1,,
ny,MALTESE,Maltese,,,N,1,,
ny,MIX,BELGIAN MIX,,,F,,,
ny,LABRADOR RETR,Labrador Retriever,,,N,1,,
ny,FRENCH BULLDOG,"Bull Dog, French",,,N,3,,
ny,UNKNOWN,SHEPARD,,,,,,
ny,MIX,Mixed/Other,,,,,,
ny,PIT BULL,American Pit Bull Terrier/Pit Bull,,,M,,,
ny,YORKSHIRE TERR,Yorkshire Terrier,,,,,,
ny,YORKSHIRE TERR,Yorkshire Terrier,,,N,7,,
ny,UNKNOWN,SHEPARD,,,,,,
ny,PIT BULL,Pit Bull,,,N,6,,
ny,PIT BULL,Pit Bull,,,,,,
ny,PIT BULL,Pit Bull,,,N,0.5,,
ny,PIT BULL,Pit Bull,,,N,0.5,,
ny,MIX,Mixed/Other,,,N,2,,
ny,BULLDOG,AMERICAN BULLY,,,N,2,18,77.5
ny,MIX,POODLE MIX,,,M,7,,
ny,MIX,MINI SCHNAUZER MIX,,,M,9,,
ny,PIT BULL,Pit Bull,,,,,,
ny,ENG BULLDOG,"Bull Dog, English",,,S,4,,
ny,CHIHUAHUA,Chihuahua,,,M,,,
ny,VIZSLA,VIZSLA,,,N,2,,
ny,PIT BULL,LAB/ PIT,,,F,,,
ny,FRENCH BULLDOG,"Bull Dog, French",,,N,4,,
ny,BULLDOG,Bull dog,,,,,23.5,92.5
ny,MIX,MIXED,,,N,9,,
ny,MALTESE,Maltese,,,N,1,,
ny,CHIHUAHUA,Chihuahua,,,N,11,,
ny,MIX,MIXED TERRIER / LABRADOR MIX,,,N,11,,
ny,DACHSHUND,Dachshund Smooth Coat,,,M,0.17,,
ny,SHIBA INU,Shiba Inu,,,M,6,,
ny,PIT BULL,Pit Bull,,,,,,
ny,PIT BULL,PIT BULL MIXED,,,,,,
ny,PIT BULL,Pit Bull,,,,,,
ny,CHIHUAHUA,Chihuahua,,,,,,
ny,PIT BULL,Pit Bull,,,,,,
ny,MIX,Mixed/Other,,,N,1,,
ny,MIX,MIXED BREED,,,,,,
ny,MIX,Mixed/Other,,,M,4,,
ny,MIX,Mixed/Other,,,M,4,,
ny,CHIHUAHUA,Chihuahua,,,,,,
ny,MIX,Mixed/Other,,,,,,
ny,SHIH TZU,Shih Tzu,,,N,6,,
ny,PIT BULL,Pit Bull,,,,,,
ny,TERRIER,TERRIER,,,,,,
ny,MIX,Mixed/Other,,,M,4,,
ny,MIX,YORKIE / SHIH TZU MIX,,,N,5,,
ny,MIX,Mixed/Other,,,M,7,,
ny,UNKNOWN,SHEPARD,,,,,,
ny,YORKSHIRE TERR,Yorkshire Terrier,,,,,,
ny,LABRADOR RETR,Labrador Retriever,,,N,11,,
ny,BOXER,Boxer,,,N,3,,
ny,TERRIER,TERRIER,,,,,,
ny,NORWICH TERRIER,Norwich Terrier,,,S,13,,
ny,MIX,Mixed/Other,,,N,4,,
ny,MALTESE,Maltese,,,F,9,,
ny,PIT BULL,American Pit Bull Terrier/Pit Bull,,,M,1,,
ny,PIT BULL,American Pit Bull Mix / Pit Bull Mix,,,,,,
ny,GREAT DANE,Great Dane,,,,,,
ny,MIX,Mixed/Other,,,,,,
ny,MIX,Mixed/Other,,,,,,
ny,MIX,MIXED BREED,,,F,1,,
ny,MIX,Mixed/Other,,,M,2,,
ny,MIX,Mixed/Other,,,M,1,,
ny,MIX,Mixed/Other,,,M,6,,
ny,MIX,Mixed/Other,,,F,3,,
ny,MIX,AMERICAN BULL DOG/POINTER MIX,,,S,1,23.5,92.5
ny,PIT BULL,Pit Bull,,,,,,
ny,NEWFOUNDLAND,Newfoundland,,,,,,
ny,TERRIER,TERRIER,,,F,5,,
ny,DACHSHUND,Dachshund Smooth Coat,,,,,,
ny,MIX,POODLE MIX,,,N,6,,
ny,SHIH TZU,Shih Tzu,,,F,13,,
ny,UNKNOWN,SHEPARD,,,,,,
ny,MIX,Chihuahua Crossbreed,,,S,6,,
ny,MIX,Mixed/Other,,,M,2,,
ny,YORKSHIRE TERR,Yorkshire Terrier,,,N,7,,
ny,MIX,Mixed/Other,,,S,2,,
ny,SHIH TZU,Shih Tzu,,,,,,
ny,MIX,BASSET HOUND MIX,,,N,10,,
ny,MIX,Labradoodle,,,N,1,,
ny,PIT BULL,American Pit Bull Mix / Pit Bull Mix,,,N,7,,
ny,MIX,DACHSCHUND/ JACK RUSSEL MIX,,,N,3,,
ny,RHOD RIDGEBACK,Rhodesian Ridgeback,,,F,4,,
ny,PIT BULL,Pit Bull,,,,,,
ny,JINDO,"Jindo Dog,",,,S,0.67,,
ny,PIT BULL,Pit Bull,,,S,3,,
ny,SHIH TZU,Shih Tzu,,,S,4,,
ny,NORWICH TERRIER,Norwich Terrier,,,,,,
ny,TERRIER,TERRIER,,,,,,
ny,BULLDOG,Bull dog,,,,,23.5,92.5
ny,MIX,Mixed/Other,,,S,6,,
ny,PIT BULL,CHOW CHOW / PIT BULL X,,,F,,,
ny,LABRADOR RETR,Labrador Retriever,,,M,0.25,,
ny,MIX,Mixed/Other,,,M,3,,
ny,SIBERIAN HUSKY,Siberian Husky,,,S,6,,
ny,PUG,Pug,,,M,3,,
ny,YORKSHIRE TERR,Yorkshire Terrier,,,,,,
ny,SHIH TZU,Shih Tzu,,,N,6,,
ny,MALTESE,Maltese,,,M,4,,
ny,CHIHUAHUA,Chihuahua,,,S,3,,
ny,BERNESE MTN DOG,Bernese Mountain,,,M,0.33,,
ny,PIT BULL,American Pit Bull Mix / Pit Bull Mix,,,F,1,,
ny,POODLE MIN,"Poodle, Miniature",,,N,2,,
ny,CHIHUAHUA,Chihuahua,,,,,,
ny,MASTIFF,MASTIFF,,,,,,
ny,BULLDOG,Bull dog,,,N,5,23.5,92.5
ny,MIX,MIXED BREED,,,M,1,,
ny,DACHSHUND,Dachshund Smooth Coat Miniature,,,M,2,,
ny,PIT BULL,Pit Bull,,,N,7,,
ny,POMERANIAN,Pomeranian,,,N,13,,
ny,MIX,Mixed/Other,,,M,2,,
ny,HAVANESE,Havanese,,,N,3,,
ny,PIT BULL,Pit Bull,,,F,1,,
ny,YORKSHIRE TERR,Yorkshire Terrier,,,S,11,,
ny,ST BERNARD RGH,ST BERNARD,,,,,,
ny,TIBETAN TERR,Tibetan Terrier,,,N,2,,
ny,DACHSHUND,DACHSHUND,,,,,,
ny,MIX,LAB/ AUSTRALIAN SHEPHERD MIX,,,N,1,,
ny,FRENCH BULLDOG,"Bull Dog, French",,,N,2,,
ny,PIT BULL,Pit Bull,,,,,,
ny,PIT BULL,Pit Bull,,,,,,
ny,MIX,BEAGLE MIX,,,N,2,,
ny,PIT BULL,American Pit Bull Mix / Pit Bull Mix,,,N,4,,
ny,LABRADOR RETR,Labrador Retriever,,,N,2,,
ny,CHIHUAHUA,Chihuahua,,,S,4,,
ny,PIT BULL,American Pit Bull Mix / Pit Bull Mix,,,M,1,,
ny,PIT BULL,American Pit Bull Mix / Pit Bull Mix,,,M,1,,
ny,MIX,MIXED TERRIER,,,N,2,,
ny,MIX,MIXED BREED,,,S,6,,
ny,COCKER SPAN,Cocker Spaniel,,,N,6,,
ny,YORKSHIRE TERR,Yorkshire Terrier,,,,,,
ny,MIX,LABRADOR MIX,,,N,11,,
ny,JACK RUSS TERR,Jack Russ,,,,,,
ny,CAVALIER SPAN,Cavalier King Charles Spaniel,,,N,0.25,,
ny,PIT BULL,Pit Bull,,,S,10,,
ny,JACK RUSS TERR,Jack Russ,,,N,9,,
ny,MIX,GOLDEN DOODLE MIX,,,S,1,,
ny,COCKER SPAN,Cocker Spaniel,,,,,,
ny,MIX,Mixed/Other,,,M,11,,
ny,UNKNOWN,SHEPARD,,,,,,
ny,MIX,Mixed/Other,,,,,,
ny,UNKNOWN,SHEPARD,,,,,,
ny,PIT BULL,Pit Bull,,,,,,
ny,TERRIER,TERRIER,,,,,,
ny,BULLDOG,Bull dog,,,N,8,23.5,92.5
ny,GERM SHEPHERD,German Shepherd,,,N,8,,
ny,PIT BULL,Pit Bull,,,,,,
ny,MALTESE,Maltese,,,M,1,,
ny,CHIHUAHUA,Chihuahua,,,N,0.83,,
ny,MIX,ROTTWEILER MIX,,,M,5,,
ny,MIX,TERRIER MIX,,,N,3,,
ny,UNKNOWN,UNKNOWN,,,F,12,,
ny,MIN PINSCHER,Miniature Pinscher,,,N,10,,
ny,TERRIER,TERRIER,,,,,,
ny,MIX,LABRADOR MIX,,,S,12,,
ny,GERM SHEPHERD,German Shepherd,,,,1,,
ny,ENG BULLDOG,"Bull Dog, English",,,N,0.5,,
ny,MIX,Mixed/Other,,,F,3,,
ny,MIX,POODLE MIX,,,N,8,,
ny,PIT BULL,Pit Bull,,,,,,
ny,PIT BULL,Pit Bull,,,,,,
ny,AKITA,Akita,,,,,27,100
ny,MIX,Mixed/Other,,,,,,
ny,MIX,MINI GOLDEN DOODLE,,,N,7,,
ny,CHIHUAHUA,Chihuahua,,,M,1,,
ny,MIX,MIXED TERRIER,,,N,5,,
ny,YORKSHIRE TERR,Yorkshire Terrier,,,,,,
ny,CHIHUAHUA,Chihuahua,,,,,,
ny,MIX,Mixed/Other,,,N,13,,
ny,PIT BULL,Pit Bull,,,,,,
ny,POODLE MIN,"Poodle, Miniature",,,,,,
ny,MIX,Mixed/Other,,,,,,
ny,BEAGLE,Beagle,,,N,3,,
ny,SHIH TZU,Shih Tzu,,,,,,
ny,PIT BULL,Pit Bull,,,,,,
ny,MIX,Mixed/Other,,,N,4,,
ny,GREAT DANE,Great Dane,,,,,,
ny,PORT WATER DOG,Portuguese Water Dog,,,N,5,,
ny,CHIHUAHUA,Chihuahua,,,M,7,,
ny,PIT BULL,PIT BULL / GERMAN SHEPHERD MIX,,,F,0.33,,
ny,MIX,COLLIE MIX,,,F,7,,
ny,PIT BULL,Pit Bull,,,,,,
ny,BEAGLE,Beagle,,,M,2,,
ny,MIX,BULLDOG MASTIFF MIX,,,N,5,,
ny,MIX,Mixed/Other,,,M,5,,
ny,MIX,COCKAPOO MIX,,,S,5,,
ny,MIX,SAINT BERNARD MIX,,,S,6,,
ny,PIT BULL,Pit Bull,,,,,,
ny,MIX,Mixed/Other,,,,,,
ny,MIX,Mixed/Other,,,,,,
ny,PIT BULL,Pit Bull,,,,,,
ny,MIX,POODLE MIX,,,N,6,,
ny,PIT BULL,Pit Bull,,,,,,
ny,FOX TERR WIRE,Wire Fox Terrier,,,N,4,,
ny,SIBERIAN HUSKY,Siberian Husky,,,M,12,,
ny,TERRIER,TERRIER,,,,,,
ny,PIT BULL,Pit Bull,,,N,3,,
ny,MIX,Mixed/Other,,,M,4,,
ny,RHOD RIDGEBACK,Rhodesian Ridgeback,,,N,2,,
ny,MIX,PUGGLE MIX,,,N,3,,
ny,AUST SHEPHERD,MINI AUSTRALIAN SHEPHERD,,,S,2,,
ny,SHIH TZU,Shih Tzu,,,N,7,,
ny,CANE CORSO,Cane Corso,,,M,3,,
ny,BEAGLE,Beagle,,,,,,
ny,DACHSHUND,Dachshund Smooth Coat,,,F,3,,
ny,MIX,Mixed/Other,,,M,4,,
ny,MIX,HAVANESE MIX,,,S,,,
ny,UNKNOWN,SHEPARD,,,M,,,
ny,MIX,TERRIER MIX,,,N,10,,
ny,BEAGLE,Beagle,,,N,7,,
ny,HAVANESE,Havanese,,,N,8,,
ny,MIX,POODLE MIX,,,S,6,,
ny,PIT BULL,Pit Bull,,,S,4,,
ny,PIT BULL,Pit Bull,,,N,0.25,,
ny,UNKNOWN,SHEHERD,,,,,,
ny,PIT BULL,Pit Bull,,,,,,
ny,UNKNOWN,SHEEPDOG,,,,,,
ny,MIX,Mixed/Other,,,S,8,,
ny,GREAT DANE,Great Dane,,,N,2,,
ny,SHIH TZU,Shih Tzu,,,S,1,,
ny,UNKNOWN,SHEEPDOG,,,,4,,
ny,OLDENG SHEEPDOG,Old English Sheepdog,,,,,,
ny,MIX,LARGE MIXED BREED,,,,,,
ny,POMERANIAN,Pomeranian,,,M,1,,
ny,BULLDOG,Bull dog,,,,,23.5,92.5
ny,YORKSHIRE TERR,Yorkshire Terrier,,,,,,
ny,CHIHUAHUA,Chihuahua,,,,,,
ny,PIT BULL,Pit Bull,,,,,,
ny,SHIBA INU,Shiba Inu,,,M,11,,
ny,MIX,BEAGLE MIX,,,N,8,,
ny,MIX,Mixed/Other,,,M,,,
ny,MIX,Mixed/Other,,,M,2,,
ny,GREAT DANE,Great Dane,,,,,,
ny,DACHSHUND,Dachshund Smooth Coat Miniature,,,S,13,,
ny,PIT BULL,Pit Bull,,,,,,
ny,MIX,TERRIER MIX,,,F,5,,
ny,PIT BULL,Pit Bull,,,,,,
ny,PIT BULL,Pit Bull,,,M,2,,
ny,CAVALIER SPAN,Cavalier King Charles Spaniel,,,N,7,,
ny,AKITA,Akita,,,N,1,27,100
ny,BEAGLE,Beagle,,,N,1,,
ny,CHIHUAHUA,Chihuahua,,,N,6,,
ny,CHIHUAHUA,Chihuahua,,,,,,
ny,ROTTWEILER,Rottweiler,,,,,,
ny,BICHON FRISE,BICHON FRISE,,,M,10,,
ny,MIX,MIXED BREED,,,N,2,,
ny,PIT BULL,Pit Bull,,,,,,
ny,PIT BULL,Pit Bull,,,,,,
ny,MIX,MEDIUM SIZE MIX,,,N,8,,
ny,CHOW CHOW,Chow Chow,,,N,8,,
ny,MIX,Mixed/Other,,,M,8,,
ny,GERM SHEPHERD,German Shepherd,,,S,6,,
ny,UNKNOWN,SHEEPDOG,,,F,2,,
ny,PIT BULL,Pit Bull,,,,,,
ny,TIBETAN TERR,Tibetan Terrier,,,N,5,,
ny,MIX,Mixed/Other,,,S,13,,
ny,UNKNOWN,SHEEP DOG,,,,,,
ny,MIX,Mixed/Other,,,M,1,,
ny,SHIH TZU,Shih Tzu,,,N,6,,
ny,PIT BULL,Pit Bull,,,,,,
ny,UNKNOWN,SHEEP DOG,,,,,,
ny,ST BERNARD RGH,Saint Bernard,,,N,2,,
ny,MIX,POODLE/ SHIH- TZU,,,N,15,,
ny,CAIRN TERRIER,Cairn Terrier,,,S,14,,
ny,POODLE STND,"Poodle, Standard",,,N,11,,
ny,CHIHUAHUA,Chihuahua,,,S,8,,
ny,MIX,Mixed/Other,,,M,4,,
ny,MIX,Mixed/Other,,,M,1,,
ny,MIX,Mixed/Other,,,M,8,,
ny,MIX,Mixed/Other,,,M,3,,
ny,MIX,BOXER MIX,,,N,1,,
ny,JACK RUSS TERR,Jack Russ,,,,,,
ny,PIT BULL,Pit Bull,,,,,,
ny,UNKNOWN,SHEEP DOG,,,F,2,,
ny,SHIBA INU,Shiba Inu,,,N,4,,
ny,PIT BULL,PIT/ PUG MIX,,,M,3,,
ny,MIX,Mixed/Other,,,M,5,,
ny,ROTTWEILER,Rottweiler,,,,,,
ny,AMER ESKIMO,American Eskimo,,,N,11,,
ny,SIBERIAN HUSKY,Siberian Husky,,,,,,
ny,MIX,Mixed/Other,,,F,2,,
ny,MIX,Mixed/Other,,,M,,,
ny,MIX,Mixed/Other,,,M,5,,
ny,UNKNOWN,SHEEP DOG,,,,,,
ny,YORKSHIRE TERR,Yorkshire Terrier,,,N,5,,
ny,PIT BULL,American Pit Bull Mix / Pit Bull Mix,,,,,,
ny,CHIHUAHUA,Chihuahua,,,,,,
ny,PIT BULL,Pit Bull,,,,,,
ny,MIX,MIXED BREED,,,S,4,,
ny,GREAT DANE,Great Dane,,,S,1,,
ny,MIX,BEAGLE TERRIER MIX,,,N,8,,
ny,SC WHEAT TERR,Wheaton Terrier,,,N,1,,
ny,BULLMASTIFF,"Mastiff, Bull",,,,,,
ny,PIT BULL,Pit Bull,,,,,,
ny,COCKER SPAN,Cocker Spaniel,,,,,,
ny,ENG BULLDOG,"Bull Dog, English",,,,,,
ny,YORKSHIRE TERR,Yorkshire Terrier,,,F,,,
ny,SHIH TZU,Shih Tzu,,,S,7,,
ny,SHARPEI,"Shar-Pei, Chinese",,,N,4,,
ny,SCHNAUZER MIN,"Schnauzer, Miniature",,,,,,
ny,CHIHUAHUA,Chihuahua,,,,,,
ny,CHIHUAHUA,Chihuahua,,,F,6,,
ny,PORT WATER DOG,Portuguese Water Dog,,,N,7,,
ny,PIT BULL,Pit Bull,,,,,,
ny,JACK RUSS TERR,Jack Russ,,,M,2,,
ny,MIX,Mixed/Other,,,M,8,,
ny,MIX,Mixed/Other,,,N,3,,
ny,MALTESE,Maltese,,,,,,
ny,MIX,LONG HAIRED DACHSHUND X,,,N,8,,
ny,PIT BULL,Pit Bull,,,,,,
ny,SHIH TZU,Shih Tzu,,,,,,
ny,MIX,YORKIE / MALTESE MIX,,,,,,
ny,MIX,LABRADOODLE MIX,,,F,0.42,,
ny,MIX,Mixed/Other,,,M,2,,
ny,MIX,Mixed/Other,,,M,2,,
ny,MIX,Mixed/Other,,,M,1,,
ny,SHARPEI,"Shar-Pei, Chinese",,,F,0.67,,
ny,CHIHUAHUA,Chihuahua,,,,,,
ny,MIX,Mixed/Other,,,M,3,,
ny,MIX,Mixed/Other,,,F,9,,
ny,MIX,SCHNAUZER MIX,,,N,9,,
ny,MIX,MALTESE MIX,,,N,10,,
ny,MIX,MIXED,,,N,1,,
ny,PIT BULL,Pit Bull,,,M,3,,
ny,PIT BULL,Pit Bull,,,,,,
ny,PIT BULL,Pit Bull,,,,,,
ny,BELG MALINOIS,Belgian Malinois,,,M,6,,
ny,PIT BULL,American Pit Bull Mix / Pit Bull Mix,,,M,4,,
ny,MIX,Mixed/Other,,,M,4,,
ny,JACK RUSS TERR,Jack Russ,,,,,,
ny,MIX,SAINT BERNARD/ AKITA MIX,,,,,,
ny,UNKNOWN,UNSURE,,,N,4,,
ny,MIX,Mixed/Other,,,S,12,,
ny,SIBERIAN HUSKY,Siberian Husky,,,,,,
ny,MIX,SHIH TZU MIX,,,N,6,,
ny,ENG BULLDOG,"Bull Dog, English",,,S,7,,
ny,GERM SHEPHERD,German Shepherd,,,,,,
ny,PIT BULL,Pit Bull,,,S,9,,
ny,DACHSHUND,Dachshund Smooth Coat,,,,,,
ny,MIX,MIXED,,,M,,,
ny,PIT BULL,Pit Bull,,,,,,
ny,PIT BULL,Pit Bull,,,,2,,
ny,MIX,Mixed/Other,,,,,,
ny,PIT BULL,Pit Bull,,,,,,
ny,CHIHUAHUA,Chihuahua,,,M,2,,
ny,LABRADOR RETR,Labrador Retriever,,,,,,
ny,GOLDEN RETR,Golden Retriever,,,M,6,,
ny,PIT BULL,LAB / PIT BULL MIX,,,S,8,,
ny,BEAGLE,Beagle,,,,,,
ny,MIX,MIXED BREED,,,M,3,,
ny,SHIH TZU,Shih Tzu,,,M,5,,
ny,YORKSHIRE TERR,Yorkshire Terrier,,,,,,
ny,GOLDEN RETR,Golden Retriever,,,N,4,,
ny,PIT BULL,LAB / BOXER / PIT BULL MIX,,,S,3,,
ny,MIX,SMALL MIXED BREED,,,M,0.75,,
ny,MIX,Mixed/Other,,,M,,,
ny,MIX,Mixed/Other,,,,,,
ny,TERRIER,TERRIER,,,,,,
ny,UNKNOWN,UNKNOWN,,,N,8,,
ny,PIT BULL,Pit Bull,,,,,,
ny,PIT BULL,Pit Bull,,,,,,
ny,SHIH TZU,Shih Tzu,,,M,1.33,,
ny,CHIHUAHUA,Chihuahua,,,,,,
ny,MIX,Mixed/Other,,,,,,
ny,MIX,Mixed/Other,,,F,4,,
ny,JACK RUSS TERR,Jack Russ,,,,,,
ny,BULLDOG,Bull dog,,,,,23.5,92.5
ny,JACK RUSS TERR,Jack Russ,,,F,3,,
ny,MIX,YORKIE/SHIHTZU,,,N,5,,
ny,SHARPEI,"Shar-Pei, Chinese",,,,,,
ny,AKITA,Akita,,,,,27,100
ny,TERRIER,TERRIER,,,,,,
ny,PIT BULL,Pit Bull,,,F,1,,
ny,JACK RUSS TERR,Jack Russ,,,,,,
ny,PIT BULL,SHEPHERD / PIT BULL MIX,,,N,4,,
ny,MIX,SMALL MIXED BREED,,,M,3,,
ny,DACHSHUND,Dachshund Smooth Coat,,,,,,
ny,PIT BULL,Pit Bull,,,,,,
ny,MIX,SMALL MIXED BREED,,,,,,
ny,AUST CATTLE DOG,AUSTRALIAN CATTLE DOG,,,,,,
ny,PAPILLON,Papillon,,,N,8,,
ny,FRENCH BULLDOG,"Bull Dog, French",,,N,3,,
ny,PIT BULL,Pit Bull,,,,,,
ny,FRENCH BULLDOG,"Bull Dog, French",,,S,4,,
ny,SHIBA INU,Shiba Inu,,,N,2,,
ny,MIX,Mixed/Other,,,F,2,,
ny,MIX,MIXED BREED,,,M,11,,
ny,MIX,Labrador Retriever Crossbreed,,,N,4,,
ny,MIX,LARGE MIXED BREED,,,M,2,,
ny,MIX,MIXED BREED,,,M,3,,
ny,GERM SHEPHERD,German Shepherd,,,N,1,,
ny,MIX,Mixed/Other,,,M,3,,
ny,YORKSHIRE TERR,Yorkshire Terrier,,,N,2,,
ny,PIT BULL,Pit Bull,,,,,,
ny,BELG MALINOIS,Belgian Malinois,,,N,6,,
ny,POMERANIAN,Pomeranian,,,S,5,,
ny,PIT BULL,Pit Bull,,,,,,
ny,PIT BULL,Pit Bull,,,,,,
ny,PIT BULL,Pit Bull,,,,,,
ny,MIX,Mixed/Other,,,,,,
ny,PIT BULL,PIT BULL / MIXED BREED,,,S,2,,
ny,LABRADOR RETR,Labrador Retriever,,,,,,
ny,MIX,MIXED BREED,,,M,,,
ny,MIX,MIXED BREED,,,S,8,,
ny,PIT BULL,Pit Bull,,,,,,
ny,PIT BULL,Pit Bull,,,S,3,,
ny,CHIHUAHUA,Chihuahua,,,,,,
ny,MIX,CHIHUAHUA / DACHSHUND MIX,,,N,7,,
ny,MIX,BASENJI MIX,,,S,1,,
ny,MIX,Mixed/Other,,,M,5,,
ny,MIX,Mixed/Other,,,M,2,,
ny,MIX,Mixed/Other,,,M,1,,
ny,PIT BULL,Pit Bull,,,,,,
ny,MIX,Mixed/Other,,,M,3,,
ny,MIX,German Shepherd Crossbreed,,,S,15,,
ny,LHASA APSO,Lhasa Apso,,,S,12,,
ny,LHASA APSO,Lhasa Apso,,,S,12,,
ny,MIX,Mixed/Other,,,,,,
ny,DUTCH SHEPHERD,DUTCH SHEPARD,,,,,,
ny,MIX,MALTESE MIX,,,S,11,,
ny,ROTTWEILER,Rottweiler,,,N,2,,
ny,MIX,MIXED BREED,,,,,,
ny,MIX,Mixed/Other,,,M,5,,
ny,BOSTON TERRIER,Boston Terrier,,,F,4,,
ny,SHARPEI,"Shar-Pei, Chinese",,,,,,
ny,PIT BULL,American Pit Bull Mix / Pit Bull Mix,,,,,,
ny,BEAGLE,Beagle,,,N,11,,
ny,SHIBA INU,Shiba Inu,,,M,2,,
ny,MIX,AUSTRALIAN SHEPHERD MIX,,,,,,
ny,MIX,MIXED BREED,,,M,0.58,,
ny,UNKNOWN,UNKNOWN,,,,3,,
ny,AMER ESKIMO,American Eskimo,,,S,12,,
ny,YORKSHIRE TERR,Yorkshire Terrier,,,M,9,,
